down,ydstogo,yardline_100,qtr,time_remaining,score_diff,offense_timeouts,defense_timeouts,home,weather_temp,weather_wind,weather_rain
2,6,2,2,1704,-18,1,3,1,66.0,16.9,1
4,12,45,1,825,21,2,2,1,51.9,9.1,1
3,16,49,3,2904,2,3,2,0,42.0,-0.2,1
3,9,80,2,2230,-17,1,2,0,94.6,2.1,0
3,2,38,3,1453,-4,1,3,1,46.3,8.6,0
4,8,26,2,176,26,3,1,1,64.8,4.4,1
2,7,91,3,1671,27,1,1,0,20.0,4.2,1
3,16,69,1,2269,-8,1,0,0,56.6,4.3,1
2,1,94,1,2975,4,2,0,1,50.5,9.7,0
1,19,62,1,1816,24,0,1,0,53.1,4.4,0
4,7,26,1,994,-23,3,3,1,55.8,4.4,1
1,8,30,3,2446,-11,3,1,1,50.4,14.4,1
2,6,70,4,491,-4,1,2,1,62.0,0.1,0
2,1,16,2,1890,-18,1,0,1,62.7,6.1,1
1,14,24,1,3402,-19,3,1,0,54.7,0.3,1
4,15,75,4,1341,13,0,2,0,63.0,3.0,1
2,6,74,1,2019,-17,2,1,0,77.0,6.6,0
2,3,65,1,3039,25,2,2,1,28.8,5.3,0
2,16,30,3,1209,-12,2,1,1,56.5,-2.5,1
4,14,7,1,375,6,1,1,0,59.4,17.7,0
2,6,72,1,1807,15,2,1,0,76.0,5.6,0
4,13,26,2,2698,15,1,3,1,43.7,3.7,1
3,5,3,4,1941,3,2,2,0,38.0,2.8,0
4,13,56,2,1926,-10,2,1,1,54.6,5.5,1
3,10,69,3,2613,8,1,1,0,39.4,6.2,1
4,4,41,2,346,13,1,2,1,54.7,8.0,0
3,13,42,4,3109,-8,1,2,1,62.4,4.8,0
1,4,45,4,2559,-18,1,3,1,71.8,10.5,1
1,17,73,4,1144,12,3,2,0,49.9,10.8,0
4,2,87,2,590,18,1,0,1,42.2,10.7,0
1,16,9,2,1705,15,3,3,1,75.9,6.3,0
1,6,18,1,2923,-24,1,3,1,68.5,8.7,0
4,10,86,3,367,-5,2,0,0,60.2,12.3,1
2,17,34,4,377,14,2,1,1,63.7,9.5,1
1,19,66,2,2869,-20,1,2,1,68.7,-1.9,1
1,10,4,1,3209,2,1,2,0,38.4,2.6,0
2,6,37,1,1384,22,2,0,1,33.6,7.8,1
4,15,58,3,512,20,3,0,1,71.4,1.3,1
2,19,34,3,971,2,0,3,0,67.0,2.2,0
4,6,27,2,1065,16,2,3,1,60.0,10.3,1
3,8,29,4,2514,-10,3,0,1,67.8,10.6,1
2,16,67,1,1948,2,1,2,0,54.8,2.9,0
1,5,58,1,2399,0,3,0,1,69.6,0.6,1
4,11,29,2,1837,-8,1,0,0,61.5,13.2,1
4,8,4,4,15,11,0,2,1,44.8,9.1,0
1,10,26,4,455,4,3,2,1,64.6,9.5,1
2,12,70,2,2951,14,1,1,0,55.8,-0.2,1
3,10,82,3,2577,10,3,1,1,68.1,10.6,0
4,10,78,1,1096,-23,2,1,1,48.9,5.5,1
4,8,98,2,86,-4,3,1,0,63.9,5.8,1
2,1,25,4,2760,22,1,0,1,55.8,2.4,1
4,15,73,2,2989,24,2,3,1,80.2,3.7,1
3,7,14,1,1647,17,0,2,1,57.0,-1.8,0
2,2,89,3,2881,-28,0,0,1,37.4,3.9,1
2,10,96,4,925,19,1,3,0,40.7,0.2,1
4,16,49,2,641,-20,0,0,1,68.1,8.7,0
4,13,63,3,3326,9,2,1,1,58.7,1.1,0
4,12,29,3,1123,16,2,0,1,50.0,2.7,1
2,19,69,4,1299,4,3,3,1,41.0,11.3,0
2,13,24,4,2252,-9,1,3,0,51.7,4.9,1
4,19,62,3,3391,-25,3,3,1,35.7,12.4,1
2,18,46,3,107,-20,2,1,0,59.1,5.7,0
4,10,25,1,3040,10,0,3,0,70.9,4.0,1
3,2,75,2,2990,-22,0,1,0,46.6,3.6,0
3,11,79,4,1455,-9,1,3,0,59.9,12.1,1
1,18,7,4,3264,21,1,0,0,66.3,1.7,0
1,14,48,3,2700,15,1,3,0,39.7,9.8,1
3,5,65,2,1533,-15,1,3,0,53.8,-0.1,0
2,16,26,1,2545,18,3,3,0,38.9,-1.7,1
3,16,26,3,2962,1,2,0,1,82.6,4.4,1
4,15,59,1,551,7,1,3,1,48.4,7.4,0
1,3,39,4,1017,-10,2,1,1,54.8,12.9,1
4,14,87,2,1847,7,2,1,1,61.9,8.1,1
1,17,69,3,2575,-16,1,3,0,55.3,11.9,0
1,9,77,1,1803,21,1,1,1,44.0,6.2,0
4,14,86,2,2972,8,3,3,1,47.1,22.5,1
1,17,70,1,714,21,1,3,0,79.5,1.3,1
3,14,56,2,386,20,2,0,1,71.0,8.8,1
1,13,27,4,3014,-20,1,2,0,60.5,0.6,1
1,8,26,2,2914,23,3,1,1,19.3,-0.1,0
1,4,28,4,1157,-15,0,0,1,34.9,5.5,0
3,6,7,3,1340,-15,1,0,1,50.7,16.6,1
2,12,82,2,3504,-6,1,2,1,53.2,3.2,1
1,14,92,3,2486,-12,2,1,1,57.7,8.1,1
4,6,79,2,1393,23,1,1,1,30.7,4.3,1
1,8,29,3,188,20,2,1,0,42.2,4.3,1
1,4,85,2,194,19,1,2,1,49.6,2.5,0
1,7,60,4,225,-3,3,1,0,54.1,8.6,1
4,13,93,1,2124,-18,0,0,0,66.1,10.1,1
2,1,74,4,3563,-22,2,0,1,43.1,0.2,1
4,13,36,3,2838,-16,2,2,0,62.3,13.9,0
4,2,56,3,431,8,3,3,0,30.7,14.2,0
2,19,59,2,2206,-18,3,2,1,58.9,14.8,1
4,15,40,1,691,4,3,0,1,52.7,-1.1,0
2,19,56,2,212,17,2,0,0,43.0,4.1,0
3,8,73,2,1622,26,2,1,1,78.5,15.5,0
3,8,30,1,2877,-10,3,1,1,67.8,16.0,0
4,10,23,1,2043,26,1,3,1,67.6,16.9,0
1,4,54,3,2669,15,0,2,0,54.0,0.8,0
1,14,76,4,1001,-27,2,2,1,56.5,9.6,1
3,3,97,4,725,-25,3,1,1,64.1,3.1,1
4,17,86,2,1583,17,0,0,0,91.7,6.5,0
3,19,92,4,2706,23,0,3,1,26.2,10.6,0
1,5,33,4,1745,-21,0,1,0,51.6,5.4,1
1,8,51,1,178,-18,3,1,1,54.9,10.8,0
3,1,29,1,1991,23,0,3,1,37.2,5.9,0
4,7,24,2,2630,-19,1,0,1,52.2,16.2,0
3,4,6,1,866,4,3,0,0,46.8,4.5,1
2,12,82,2,1329,-3,1,1,0,62.8,13.2,0
3,15,39,1,2906,-15,1,2,0,45.5,12.8,1
1,2,84,2,1959,19,0,3,1,56.5,1.7,0
2,4,25,2,716,-19,3,0,1,63.8,7.4,0
4,13,56,1,1219,3,0,2,1,70.8,9.0,0
3,9,40,1,2242,14,1,1,1,50.3,0.2,1
1,17,46,3,1772,-5,1,2,1,54.6,7.2,1
1,15,64,1,1717,21,2,0,0,52.7,8.7,0
1,14,18,2,2643,-5,2,3,1,36.0,11.0,1
2,19,44,3,3440,9,0,2,1,49.7,15.5,0
1,8,33,4,105,-10,3,1,0,70.8,8.5,0
4,13,96,2,806,10,3,3,1,55.4,6.2,1
2,3,2,1,3239,-10,0,2,0,41.0,-0.7,1
1,2,86,4,2582,13,1,1,0,42.4,7.8,0
2,5,43,4,1661,9,3,0,0,51.3,8.1,1
3,6,93,1,903,8,0,0,1,53.0,4.3,0
3,6,13,4,1620,0,1,3,0,48.6,10.8,0
4,13,35,3,1105,-25,0,3,0,65.1,8.0,0
2,8,51,2,1503,23,3,2,1,74.5,1.7,1
3,14,32,4,1063,23,1,3,0,33.9,3.8,0
3,3,25,3,3496,-7,3,0,1,50.7,-0.8,0
1,7,3,1,1064,-25,0,0,1,60.1,5.9,0
1,11,87,3,2701,-23,0,3,0,61.2,11.7,1
4,19,60,1,2718,16,2,1,0,41.2,5.5,1
2,7,13,2,3029,-9,1,1,0,46.7,9.2,0
3,11,82,3,3310,4,3,2,0,50.4,2.0,1
4,10,44,2,1129,-7,2,0,1,34.3,7.5,0
1,1,95,2,482,17,3,3,1,60.8,4.2,0
4,6,14,3,3316,-4,2,1,0,62.7,6.8,1
1,6,32,1,2360,-27,1,2,0,83.5,7.2,0
3,9,56,3,1898,14,2,0,1,62.9,2.9,1
1,4,69,1,1896,23,3,0,0,64.8,10.7,0
2,14,31,1,3418,-6,0,2,1,48.8,13.7,0
2,10,34,2,2904,15,3,1,1,38.2,-1.4,0
2,2,11,4,689,-8,0,1,0,51.8,9.6,1
1,7,83,2,1919,-21,1,0,0,53.3,17.4,0
4,10,59,4,3323,4,2,1,1,51.8,6.6,1
1,5,90,2,2399,-27,3,1,0,69.1,14.4,0
4,12,53,3,322,15,2,1,1,38.3,-0.4,0
1,15,82,4,3187,25,0,2,0,68.4,22.1,0
3,13,21,3,1665,14,3,3,1,58.1,13.6,0
3,13,29,2,2875,8,2,0,0,48.6,8.0,0
2,18,95,3,481,12,2,0,0,34.0,8.0,1
3,10,17,3,807,-27,1,3,0,52.3,8.6,0
1,15,78,1,2839,19,1,3,1,93.1,-3.9,0
4,7,86,2,608,-5,3,3,1,31.0,8.7,1
1,15,61,2,824,-17,3,0,0,53.9,5.3,1
3,12,68,1,2217,20,0,1,1,45.1,1.2,0
1,17,93,1,1366,-19,0,1,1,52.7,-0.1,0
3,2,1,2,236,-1,1,1,0,47.6,4.8,0
2,18,74,1,899,-9,3,3,1,49.9,9.9,0
2,5,83,2,3503,15,2,0,1,51.3,11.6,1
1,16,48,2,3227,22,2,3,1,61.9,11.3,0
1,8,1,1,508,-13,1,2,1,58.3,11.5,0
2,12,95,1,2908,-23,3,1,1,52.7,0.9,1
3,7,67,2,2230,20,3,0,1,40.1,5.0,0
3,17,63,2,2029,-23,2,2,0,44.2,8.6,1
2,14,74,2,2273,-24,3,1,0,83.2,5.7,1
3,7,14,2,2755,8,0,2,1,57.6,2.6,1
1,3,84,4,800,-22,3,3,0,37.4,0.1,0
3,19,10,4,806,9,3,3,1,69.8,-3.6,0
3,19,8,2,2663,25,1,3,0,61.1,6.2,0
1,4,10,4,2103,6,2,0,0,13.7,20.1,1
1,7,74,2,1419,-17,1,3,1,83.0,11.0,0
3,5,35,2,1583,-12,0,2,0,55.7,10.4,1
3,5,86,1,1142,-27,3,1,1,48.0,11.6,0
4,4,1,1,1397,11,0,1,0,66.0,4.5,1
2,14,25,2,3254,-3,2,3,1,16.9,10.2,1
2,15,55,1,1779,20,0,3,0,71.1,6.1,0
2,12,43,1,1948,-17,2,3,0,64.1,1.3,0
4,9,43,1,610,3,1,0,0,68.8,3.7,1
2,19,12,1,203,7,3,0,0,57.8,9.4,0
2,15,36,3,491,-22,0,0,0,47.1,8.4,1
2,2,2,3,3207,-4,3,2,1,53.3,-0.7,1
3,10,43,4,2462,12,3,3,0,58.0,12.0,0
3,4,24,2,607,-25,2,2,1,32.0,1.9,1
2,8,42,2,1196,9,0,2,1,79.4,4.4,1
2,8,66,4,1979,21,3,3,1,52.2,0.8,1
3,18,97,4,134,-11,2,3,0,55.1,12.5,0
2,16,51,4,1512,11,1,2,1,37.0,8.8,1
4,9,42,4,2136,-10,0,0,0,62.7,6.4,0
3,15,9,4,340,8,2,2,1,52.3,7.9,0
2,12,91,1,1369,27,2,0,0,52.6,4.8,0
1,11,85,2,3575,18,0,0,1,56.8,1.3,1
4,17,84,3,699,-6,0,1,0,42.9,13.2,0
3,12,63,2,1022,-23,2,0,0,42.4,11.5,0
4,5,42,2,3238,-22,0,2,0,38.3,15.8,0
3,8,7,1,2346,24,1,2,1,43.9,3.6,0
4,8,5,3,2473,-13,0,2,0,65.7,9.6,0
1,17,86,4,4,24,2,2,0,25.4,-2.0,1
1,3,84,1,3479,-5,3,2,1,42.3,11.5,1
3,10,72,1,3497,-1,0,0,0,50.0,3.8,1
1,11,21,1,3513,1,1,1,0,72.0,9.8,0
4,19,5,4,2796,-14,2,1,0,64.5,9.5,1
4,16,6,1,128,-3,1,3,1,58.0,11.0,0
3,5,84,2,3468,6,3,0,0,42.1,6.0,1
3,2,86,4,3211,16,3,3,0,75.0,1.9,1
2,3,60,2,262,-19,2,3,0,76.6,9.6,0
4,2,65,2,1985,19,0,1,0,66.1,10.2,1
1,8,80,2,271,-1,2,2,1,63.1,15.5,0
2,15,18,4,1174,12,1,1,1,39.8,12.2,0
3,13,83,4,2464,26,3,3,0,44.0,12.4,1
4,14,29,1,3515,-7,0,0,0,81.1,-0.8,0
1,11,17,2,2991,-1,2,0,0,43.0,1.7,1
4,8,74,1,3585,-13,3,2,0,54.8,9.9,0
2,16,90,1,3098,-15,3,3,0,57.2,8.6,1
4,7,13,1,1940,22,1,2,1,54.4,6.2,0
2,12,31,4,2779,17,3,1,0,54.5,7.5,0
3,6,71,4,1218,1,3,1,1,89.4,6.1,0
1,7,72,3,3467,7,0,1,0,39.4,8.4,1
1,2,45,4,1121,-15,2,1,0,44.9,0.5,0
3,12,54,4,1263,5,0,3,1,90.7,11.5,1
3,10,83,1,1942,-24,1,2,0,59.8,3.2,0
2,6,30,3,2961,-20,1,2,0,43.6,7.0,0
3,12,64,4,2089,-14,2,2,1,51.4,8.3,1
4,3,30,3,2528,27,0,3,0,64.1,6.9,1
2,17,97,4,1623,23,0,1,0,43.5,2.0,0
3,1,5,1,3259,-21,3,0,0,43.9,-3.7,0
1,11,84,1,1964,22,1,1,1,19.3,15.7,0
3,6,42,2,1344,20,2,3,0,67.4,7.1,0
4,3,34,1,1237,15,1,2,0,53.7,2.9,0
3,4,22,4,184,12,2,2,1,47.9,1.7,1
1,6,48,3,3044,7,0,1,0,40.9,8.3,1
3,13,86,1,2645,-8,1,1,1,56.3,14.5,0
2,15,93,1,2000,-2,2,0,0,50.7,11.7,0
1,18,32,1,1192,-11,2,1,1,74.4,-2.8,0
3,12,15,1,1318,25,0,0,1,69.2,8.9,1
2,10,8,1,731,25,3,1,1,58.2,14.8,0
4,15,41,3,3054,-2,0,1,1,73.5,3.8,1
4,16,91,4,2146,-1,1,1,0,86.8,6.9,0
3,8,57,3,2709,17,2,0,1,58.8,8.9,0
3,8,20,1,9,-18,0,2,0,84.2,-4.9,1
2,2,35,1,2626,-4,3,1,1,51.5,9.9,0
1,1,45,3,54,-24,1,2,1,46.1,5.1,1
1,17,10,1,273,25,0,3,1,43.7,3.7,0
2,17,95,1,2901,24,0,3,1,59.8,-0.3,1
2,7,21,1,994,-3,2,2,0,52.8,5.8,1
4,18,13,3,2655,9,0,1,1,68.5,3.6,0
2,2,43,3,1598,-27,0,2,0,56.9,9.1,1
1,19,56,3,2198,22,0,0,1,58.4,4.6,0
4,12,86,2,404,-5,2,1,1,53.1,5.5,0
4,10,16,2,2659,-13,0,2,1,60.8,5.7,0
2,15,57,2,102,13,3,0,0,59.5,20.7,0
1,5,61,4,2998,26,0,0,0,58.4,6.1,1
1,10,30,2,941,-7,1,0,0,47.6,8.6,1
3,5,23,1,1782,-9,2,3,0,74.2,4.8,0
4,12,17,2,1645,1,2,3,1,64.5,7.3,0
2,8,42,3,1443,27,0,1,0,59.7,6.8,0
1,8,61,3,1322,-16,2,1,0,62.0,2.4,1
2,15,45,1,2269,14,2,0,0,46.7,6.5,1
1,16,18,1,3098,-17,2,0,0,58.9,12.2,0
2,17,29,2,3546,-8,2,2,1,28.6,6.7,0
2,15,7,3,2788,15,1,3,1,54.0,3.3,1
3,4,33,4,3385,-15,1,1,0,55.7,6.6,1
1,14,4,1,2860,17,1,0,1,62.3,8.7,0
2,14,75,4,1459,-23,1,2,0,67.6,0.8,1
1,1,69,1,577,-19,3,2,1,66.3,8.9,1
2,4,61,4,2803,20,3,1,0,50.4,4.4,1
4,10,87,2,3107,5,3,0,0,67.1,4.6,0
3,6,59,1,2344,4,0,1,0,51.2,17.0,1
4,15,52,4,3521,-2,2,3,0,59.8,4.8,0
1,15,54,3,1906,4,0,1,1,56.6,11.5,1
4,5,28,1,1495,-27,2,3,0,65.1,4.8,1
4,1,48,3,837,-2,1,3,0,69.0,6.5,1
3,5,21,1,1858,-21,3,1,1,49.6,4.0,1
4,18,45,4,1567,-6,2,0,0,43.0,10.2,0
1,18,28,3,1542,-11,2,2,1,75.5,16.2,0
3,10,25,4,1411,12,2,1,1,56.5,10.0,1
4,16,30,3,757,5,3,0,1,50.6,2.7,0
1,11,10,2,725,-1,0,2,0,47.5,18.5,0
2,19,60,3,726,11,3,2,0,60.6,10.5,0
2,3,15,1,2768,-17,1,1,0,47.3,2.2,0
1,10,91,3,1176,-2,0,0,1,60.1,11.9,0
1,4,50,1,2961,-21,1,2,0,63.1,6.6,1
2,3,22,3,1286,-27,1,3,0,60.2,-0.5,0
1,3,95,1,644,-10,2,1,1,61.1,8.0,1
3,1,36,1,349,9,1,2,1,45.5,3.6,1
1,18,55,1,1647,-9,2,3,0,38.6,4.6,1
1,14,59,3,394,25,0,2,1,51.2,17.1,0
3,10,90,1,2995,7,1,2,1,65.0,6.3,1
2,16,44,1,2240,-1,2,1,1,65.4,2.7,0
2,11,80,2,1674,-8,1,1,1,44.6,1.2,1
2,9,12,2,2236,10,1,3,1,68.2,6.1,1
2,10,12,4,88,-10,3,1,0,44.0,3.1,0
2,9,16,1,625,-10,1,1,0,40.1,0.5,1
1,8,94,3,1876,-4,1,1,1,41.9,7.8,1
1,16,57,3,885,6,2,2,1,76.9,10.9,0
2,19,47,2,3099,4,3,0,0,52.4,2.0,1
3,4,60,4,1901,15,0,2,0,64.4,5.9,0
4,14,35,3,2847,-4,1,1,0,58.5,4.3,0
1,2,58,4,2404,-4,1,2,0,63.1,9.9,1
1,16,55,4,2153,-3,2,0,1,43.6,14.2,1
3,19,80,4,3403,12,1,1,1,25.4,14.9,1
4,14,58,2,1926,-24,3,1,1,51.9,6.5,1
1,11,19,1,3284,11,2,0,0,50.9,10.2,1
1,19,31,3,149,12,0,2,1,71.9,11.4,0
2,15,45,2,1103,-3,0,1,0,47.4,7.3,0
3,15,93,2,572,-10,1,1,0,81.6,4.8,1
3,19,46,1,1057,22,1,1,0,42.3,1.3,0
1,11,46,4,1388,20,2,0,1,50.6,5.9,1
3,16,22,2,1368,-28,2,2,1,51.9,2.4,1
2,18,7,3,2890,-5,1,1,0,43.5,3.1,1
1,9,70,3,3165,16,0,0,1,46.1,20.3,0
4,14,92,4,2049,-25,1,3,1,41.3,7.2,1
3,13,31,3,738,13,0,0,1,71.5,7.2,0
2,19,23,1,1079,-2,0,2,1,57.2,9.4,0
4,13,61,2,2731,-21,1,1,1,29.1,6.2,1
4,14,96,2,88,8,3,2,0,41.8,3.7,0
1,18,42,2,1047,-10,2,3,1,70.4,22.6,1
4,1,93,3,3429,-14,0,1,1,42.4,0.4,1
3,3,24,4,1878,-11,1,2,0,41.2,-0.3,1
2,7,96,1,1973,-1,0,0,1,46.0,7.3,1
2,14,21,3,1655,24,3,1,0,48.9,-2.8,0
1,9,1,2,3175,-10,3,2,1,56.1,1.1,1
4,17,49,3,2643,5,1,0,1,56.1,3.9,1
2,2,19,1,1284,14,1,0,1,63.6,-4.4,0
2,7,24,2,2427,-26,3,3,1,46.3,9.0,0
1,3,48,3,2402,19,0,3,0,61.5,-1.7,1
4,14,67,3,1896,19,2,2,1,22.9,8.6,1
2,6,69,1,354,24,2,1,0,54.8,15.8,1
3,5,61,2,2110,7,3,2,0,43.5,5.3,1
2,12,30,2,1325,26,0,1,0,26.7,7.8,0
3,2,78,1,2234,-25,3,1,0,50.7,6.3,1
3,18,96,2,2804,18,2,1,1,60.8,5.7,0
2,1,14,3,2970,9,1,3,1,46.8,3.8,1
2,7,19,2,3338,-9,2,0,1,68.8,7.0,1
3,11,87,4,1046,-13,1,1,1,75.6,4.7,1
1,1,15,3,1519,24,0,2,0,47.9,0.3,1
1,1,52,4,1579,7,0,3,0,37.5,10.5,1
1,19,69,4,819,-27,1,0,0,55.7,5.0,0
2,12,64,1,2268,13,1,2,1,45.6,2.4,1
1,1,28,3,2944,19,3,0,1,62.6,15.3,0
2,8,96,1,3495,10,1,0,1,82.4,-10.6,1
3,7,10,2,117,-23,2,0,0,48.1,1.3,1
3,1,51,3,2764,27,3,1,0,40.3,11.9,1
4,11,73,4,888,0,1,1,1,62.4,13.5,1
4,5,87,3,2806,8,0,0,1,56.6,4.0,0
2,13,2,2,851,-1,1,2,0,35.1,15.3,0
4,15,32,4,572,-26,0,3,0,30.7,5.1,1
4,8,93,3,1960,-22,3,2,1,44.6,4.8,0
1,8,82,2,2541,-16,0,0,1,52.1,12.2,1
1,13,8,1,694,12,2,1,0,56.5,0.3,0
4,14,92,3,350,-23,2,1,0,58.8,9.2,0
4,8,70,1,2217,-25,3,2,1,35.6,6.4,0
4,16,19,4,164,15,3,0,0,50.9,8.9,1
2,6,22,4,1662,24,2,1,0,51.7,10.0,0
4,16,49,3,1599,8,1,0,0,52.0,6.3,0
4,8,70,2,176,15,2,0,1,73.0,1.6,1
3,13,88,1,2792,-8,1,1,0,63.5,12.2,0
3,19,44,3,107,12,0,0,0,52.0,11.5,0
2,15,35,4,2742,-26,0,3,1,54.8,7.5,1
3,7,71,3,3429,6,0,1,0,47.8,7.2,0
4,11,69,1,723,-1,0,2,0,38.9,4.4,1
4,4,73,4,2970,24,2,2,1,55.2,5.2,1
3,9,10,1,844,21,2,2,0,51.9,8.9,1
1,12,37,1,2179,5,0,2,1,73.4,7.7,1
3,2,30,2,3021,-3,1,0,1,72.8,10.0,0
2,8,97,1,2584,-10,0,0,1,44.9,9.2,0
1,19,65,2,2563,22,2,2,0,45.2,1.2,0
1,19,67,3,2307,-4,2,1,0,47.9,10.2,0
1,16,44,3,2556,21,1,3,1,48.4,7.5,0
2,14,91,1,2993,-17,2,1,0,62.8,11.7,1
2,13,65,4,603,24,2,3,0,76.3,-5.3,1
2,11,61,1,774,-12,3,2,1,75.1,2.0,0
3,13,55,3,3307,-13,3,2,0,69.6,7.8,1
3,5,28,3,680,25,2,2,1,63.5,15.7,1
2,11,92,3,3201,-11,0,0,0,73.6,1.6,0
2,11,45,3,583,-4,3,2,1,77.1,15.6,1
4,2,12,4,1229,8,1,2,1,35.7,13.3,0
2,6,18,1,66,12,0,3,1,35.8,5.9,0
1,7,62,1,2441,5,2,3,0,58.3,6.4,0
4,14,77,1,2392,14,0,3,1,52.8,1.6,1
1,7,45,4,3147,10,1,2,0,45.9,4.8,1
4,5,59,4,2792,-26,1,3,1,44.8,3.7,1
2,16,91,3,2749,11,3,2,0,58.0,8.4,0
4,10,15,4,1712,3,3,1,1,52.9,4.5,0
1,12,84,2,1876,-3,0,1,0,48.1,0.5,0
1,7,51,2,2446,-15,2,3,0,52.2,6.4,1
2,8,32,1,583,4,2,0,1,28.5,6.6,1
2,11,15,2,637,10,0,0,1,54.2,7.8,1
3,7,82,4,762,-7,0,0,0,58.3,13.0,0
3,19,56,4,3522,17,1,0,1,50.3,13.5,1
4,17,57,3,949,-2,0,3,0,41.6,10.0,1
3,19,65,3,1376,19,3,1,1,39.7,4.5,1
1,15,29,3,635,-17,3,1,0,58.4,12.5,1
1,2,11,1,1845,23,2,2,1,52.9,6.4,1
2,16,9,1,2522,-18,1,1,0,48.1,0.1,1
4,5,70,1,3105,15,3,2,0,44.1,9.7,0
4,8,17,4,745,-13,1,1,0,58.3,4.0,1
3,8,11,3,810,16,3,0,0,36.2,12.9,1
2,10,62,2,654,-3,3,0,1,88.1,1.4,0
2,16,42,2,1166,12,1,3,1,57.0,10.1,1
3,11,49,1,1341,-16,0,1,1,56.6,9.4,0
4,11,11,1,1028,-27,3,0,0,43.7,4.3,1
3,4,14,1,205,-8,0,1,0,82.2,12.3,0
1,16,64,4,2679,17,1,3,0,40.2,4.3,1
4,7,88,4,2814,-17,3,2,0,45.0,4.6,0
4,13,24,1,548,6,0,0,0,49.1,4.9,0
1,10,57,1,2868,-14,1,3,0,72.5,7.1,0
2,13,20,1,946,14,2,3,0,68.3,7.2,1
4,13,95,4,2402,5,2,3,0,61.0,6.9,1
4,11,53,4,2791,-5,1,2,1,54.5,2.1,1
4,9,27,1,15,-16,3,2,0,45.3,10.2,1
4,14,12,4,1375,11,1,3,1,47.0,7.8,0
1,3,19,3,598,-9,3,3,1,64.8,13.5,0
1,19,80,3,2274,15,0,3,0,66.3,9.5,0
2,9,86,1,3464,26,1,2,0,53.6,-0.1,0
3,19,62,3,434,-24,3,0,0,66.0,9.3,0
2,11,74,3,2181,5,1,1,1,73.3,7.1,0
2,3,20,2,1507,22,3,2,0,37.8,9.4,1
2,13,21,1,1424,8,3,3,1,73.4,4.0,0
3,10,13,2,3561,19,3,0,1,56.8,7.7,1
4,17,35,4,2385,16,2,3,1,52.4,2.5,1
4,16,59,2,2119,-13,0,2,0,62.0,2.1,1
1,5,32,2,231,11,1,1,0,86.0,9.8,0
1,15,11,4,3254,2,1,0,0,59.2,18.2,0
2,11,70,4,2355,-25,2,3,1,45.7,13.4,0
3,9,8,4,1929,-27,2,1,0,61.1,-1.0,1
1,8,22,4,3545,-22,2,2,1,36.8,16.6,0
3,13,6,1,2176,3,2,0,1,58.6,9.4,1
3,14,8,2,598,-5,2,1,0,53.2,7.0,1
3,17,6,1,218,10,0,1,1,42.2,2.8,1
4,17,81,4,1490,-23,2,3,1,62.8,17.5,0
3,5,19,3,3241,-14,3,1,1,54.5,-2.4,0
3,10,2,3,1169,-20,3,0,1,43.1,6.9,1
2,19,79,4,2063,6,1,0,1,47.3,7.4,0
3,17,60,1,757,21,3,3,1,68.6,13.5,1
2,9,94,2,2463,-26,0,2,0,58.9,4.1,1
1,1,31,2,1866,27,2,1,1,40.0,13.5,0
1,5,94,3,234,2,1,3,0,56.6,22.5,1
3,18,42,2,3435,14,0,1,1,30.8,15.7,1
3,14,59,2,2228,10,3,3,1,49.8,9.5,0
2,15,7,3,1864,-25,2,1,1,33.9,3.3,0
3,15,13,1,142,-6,2,2,1,72.5,7.0,0
2,3,17,4,77,-23,1,2,0,44.7,6.2,1
2,12,72,4,428,-17,2,0,0,46.9,7.9,0
3,13,50,1,2820,13,1,0,1,79.4,9.4,1
2,2,72,3,2428,-25,3,0,0,56.8,10.9,1
4,10,38,1,2646,22,3,1,1,64.8,5.0,1
3,6,35,1,381,-24,3,0,1,54.7,15.7,1
3,19,45,1,2671,13,1,0,0,35.4,4.4,1
3,5,37,3,1538,-19,1,2,1,32.0,11.8,0
3,6,1,3,3491,7,2,3,1,69.1,6.1,0
4,17,30,2,2325,-1,2,1,0,36.3,6.9,0
2,12,91,3,3146,-20,0,1,1,28.4,6.8,0
4,18,75,1,1119,-22,0,1,1,34.3,4.5,1
1,10,51,1,1767,8,3,3,1,47.2,2.3,0
3,4,42,2,385,21,2,1,0,58.7,5.1,0
3,5,43,3,1737,23,2,2,1,52.6,3.5,0
1,4,69,3,914,12,3,3,0,57.4,7.1,0
3,16,86,2,207,-13,3,2,0,43.8,9.7,1
1,1,47,2,966,10,1,3,1,44.6,5.9,0
3,15,7,3,2319,13,1,1,1,77.3,10.3,1
3,9,65,2,2678,-21,0,2,1,57.8,6.5,1
3,11,44,4,1324,-25,2,2,0,53.3,-2.0,1
3,16,85,3,3058,8,2,1,1,62.3,1.7,1
2,18,57,1,2669,5,2,3,0,42.1,8.8,1
3,6,2,4,3198,15,0,3,1,41.7,3.1,0
1,18,28,3,2090,17,2,1,1,56.5,7.3,0
4,18,27,4,2921,13,3,3,0,69.6,-2.1,0
1,16,26,3,1590,-17,1,3,1,28.6,8.2,1
1,3,46,4,962,-1,2,1,1,51.2,10.0,0
3,3,16,2,2079,20,1,1,0,49.5,4.5,1
1,1,77,2,231,22,1,2,1,60.6,3.0,0
4,17,70,2,1021,-11,3,0,0,67.0,10.2,0
1,19,35,4,2774,-26,0,3,0,68.6,7.3,0
3,6,66,4,1468,-20,0,3,0,26.2,-3.0,1
